NewsText,Theme,Source
13,"ReutersCopyright: ReutersMajalisar Dattawan Argentina na shirin tafka muhawara kan wani kudiri da ake sa ran zai halarta zubar da ciki a ƙasar, duk da sukar wannan lamarin da Cocin Katolika ta ƙasar ke yi",News2020-12-31 ,WWW.BBC
14,Tuni dai majalisar wakilai a ƙasar ta amince da halarta zubar da cikin,News2020-12-31 ,WWW.BBC
15,"Masu goyon baya da kuma rashin goyon bayan wannan kudiri za su taru a wajen majalisar da ke a babban birnin ƙasar, Buenos Aires",News2020-12-31 ,WWW.BBC
16,Ana dai kyautata zaton za a shafe lokaci mai tsawo ana tafka wannan muhawarar inda ƴan majalisar za su kaɗa ƙuri'ar amincewa ko rashin amincewa tun da safiyar Laraba,News2020-12-31 ,WWW.BBC
17,"Idan wannaan kudirin ya zama doka, zai bayar da dama ga mata su zubar da ciki har wanda ya kai mako 14",News2020-12-31 ,WWW.BBC
18,Dokar da ake da ita a yanzu ta halarta zubar da ciki ne kawai idan akwai alamun lafiyar uwa na cikin mummunan hatsari ko kuma wadda aka yi wa fyaɗe,News2020-12-31 ,WWW.BBC
19,"Samuel AruwanCopyright: Samuel AruwanRundunar sojin Najeriya, ta samu nasarar kashe ɓarayin shanu takwas, yayin da suke ƙoƙarin tsallaka hanyar Kaduna zuwa Abuja da shanun da suka sato",News2020-12-31 ,WWW.BBC
20,"A wani saƙo da kwamishinan tsaro da harkokin cikin gida na jihar Kaduna, Samuel Aruwan ya wallafa a shafinsa na Facebook, ya bayyana cewa tun farko makiyayan da aka sace wa shanu a gabashin Kaduna ne suka shaida wa sojoji halin da ake ciki",News2020-12-31 ,WWW.BBC
21,Hakan ya sa sojojin suka yi wa ɓarayin shanun kwanton ɓauna inda suka kashe takwas daga cikinsu,News2020-12-31 ,WWW.BBC
22,"Ko da BBC ta tuntuɓi kwamishinan domin tabbatar da wannan labari, ya bayyana mana cewa an ƙwato shanun daga wurin ɓarayin sai dai 16 daga ciki sun mutu, uku kuma sun samu rauni sakamakon bata kashin da aka yi da ƴan bindigan",News2020-12-31 ,WWW.BBC
23,"A wani samamen na daban kuma, ya shaida mana cewa jami'an soji da ƴan sanda sun samu nasarar kashe wani ɗan bindiga ɗaya yayin da gungunsu ke tafe da wasu shanu da suka sato a gefen hanyar Kaduna-Abuja, sai dai ƴan bindigan sun harbe ɗaya daga cikin jami'an sa kai da ke nuna wa sojojin hanyar da ƴan bindigan suka bi",News2020-12-31 ,WWW.BBC
24,Getty ImagesCopyright: Getty ImagesWata Kotun Majistare a Kano ta yanke hukuncin bulala 12 ga wasu matasa bisa samun su da laifin safarar tabar wiwi da kuma wasu miyagun ƙwayoyi,News2020-12-31 ,WWW.BBC
25,"Jaridar Daily Trust a Najeriya ta ruwaito cewa matasan wato Mohammad Sani mai shekara 24 da kuma Sadam Ali mai shekara 12 waɗanda ba a bayar da adireshinsu ba, an gurfanar da su ne a gaban kotun bayan kama su da tabar wiwi da wasu abubuwa da ake zargin kayan maye ne",News2020-12-31 ,WWW.BBC
26,"Bayan da matasan suka amsa laifin su, sai alƙalin kotun, Farouk Ibrahim ya bayar da umarnin yi wa kowane daga cikin matasan bulala 12 a matsayin hukunci bayan sun nemi alƙalin ya yi musu  sassauci",News2020-12-31 ,WWW.BBC
27,Wata kotu a kasar Masar ta yanke wa wani mutum da aka tuhuma da cin zarafin mata a shafukan sada zumunta ɗaurin shekara uku a kurkuku,News2020-12-31 ,WWW.BBC
28,Kotun tattalin arziki da ke birnin Alkahira ta samu Ahmed Bassam Zaki da laifin cin zarafin mata biyu ta hanyar tura musu hotunan batsa da rubutu a wayoyinsu,News2020-12-31 ,WWW.BBC
29,"Bugu da ƙari, an kuma tuhumi matashin mai shekara 21 a wata kotun hukunta masu laifuka kan zargin cin zarafin mata da kokarin yaudarar wasu ‘yan mata uku ‘yan kasa da shekara 18",News2020-12-31 ,WWW.BBC
30,CROATIAN RED CROSSCopyright: CROATIAN RED CROSSWata girgizar ƙasa mai karfin maki 6,News2020-12-31 ,WWW.BBC
31,"4 ta auka wa tsakiyar ƙasar Croatia, Lamarin ya yi sanadiyar rushewar gine-gine masu ɗimbin yawa",News2020-12-31 ,WWW.BBC
32,"Magajin Garin, Derinko Dumbovic ya ce girgizar ƙasar ta lalata rabin garin kuma ya yi kira da a kai musu daukin gaggawa",News2020-12-31 ,WWW.BBC
33,Wakilin BBC ya tabbatar da cewa Firaministan Croatia Andre Plenkovic ya tura ɗaruruwan sojoji zuwa yankin,News2020-12-31 ,WWW.BBC
34,"Lamarin dai ya fi shafar babban birnin Croatia, Zagreb, inda aka samu katsewar wutar lantarki",News2020-12-31 ,WWW.BBC
35,'Yan sanda sun bukaci jama'a su kaurace wa bin hanyoyi kuma su zauna a gida,News2020-12-31 ,WWW.BBC
36,Video contentVideo caption: Latsa hoton sama ku saurari rahoton Mahaman BabalalaLatsa hoton sama ku saurari rahoton Mahaman BabalalaDakarun Jamhuriyar Tsakiyar Afirka fiye da 100 ne suka tsere zuwa cikin Kamaru,News2020-12-31 ,WWW.BBC
37, Jami’an tsaron na tserewa ne daga guraben aikinsu saboda dannowar da dakarun 'yan tawaye suke yi musu,News2020-12-31 ,WWW.BBC
38," Kazalika, wasu dubban 'yan gudun hijira na bin su domin tserewa faɗan zuwa cikin Kamaru",News2020-12-31 ,WWW.BBC
39," Sai dai Bangui, babban birnin ƙasar, na da zaman lafiya idan aka kwatanta da sauran sassan ƙasar",News2020-12-31 ,WWW.BBC
40,"PA MediaCopyright: PA MediaPakistan ta zama ƙasa ta baya-bayan nan da ta bayar da rahoton ɓullar sabon nau'in cutar korona, wanda aka fara ganowa a Birtaniya",News2020-12-31 ,WWW.BBC
41,Hukumomin lafiya a yankin Sindh sun ce mutum uku ne suka kamu da sabon nau'in cutar a Karachi,News2020-12-31 ,WWW.BBC
42," Dukkanin mutum ukun sun shiga ƙasar ne daga Birtaniya, a cewarsu, suna masu cewa an fara bin diddigin waɗanda mutanen suka yi mu'amala da su",News2020-12-31 ,WWW.BBC
43, Pakistan ta hana shiga ƙasarta tun bayan ɓullar sabon nau'in amma an yi sassauci ga 'yan ƙasar mazauna Birtaniya masu taƙaitacciyar biza waɗanda suka nuna takardar gwajin da ke nuna ba sa ɗauke da cutar,News2020-12-31 ,WWW.BBC
44," Ya zuwa yanzu, sabon nau'in cutar ya ɓulla a ƙasa fiya da 20 a faɗin duniya",News2020-12-31 ,WWW.BBC
45,"Ƙasashen sun haɗa da:Nahiyar Turai:Netherlands, Denmark, Faransa, Italiya, Spain, Switzerland, Sweden, Finland, Ireland, Jamus, Iceland, Belgium     Nahiyar Amurka:Canada     Nhiyoyin Asiya da Australia: Indiya Japan, Singapore, Hong Kong, South Korea, Australia            Gabas Ta Tsakiya:Lebanon, Pakistan     Kar a manta kuma da cewa, ƙasashen Afirka ta Kudu da Najeriya sun gano wani nau'in cutar daban da na Birtaniyar",News2020-12-31 ,WWW.BBC
46,"Getty ImagesCopyright: Getty Images'Yan bindiga ɗauke da makamai a Jihar Imo sun yi garkuwa da wani babban limamin Cocin Katolika mai muƙamin Bishop, Most Rev",News2020-12-31 ,WWW.BBC
47, Moses Chikwe,News2020-12-31 ,WWW.BBC
48,"Mutanen sun yi awon gaba da malamin cocin ne ranar Lahadi a garin Owerri tare da direbansa, kamar yadda kamfanin dillancin labaran Najeriya NAN ya ruwaito",News2020-12-31 ,WWW.BBC
49, Rundunar 'yan sandan Jihar Imo ta jaddada cewa ta baza jami'anta domin ganin an ceto Reverend ɗin mai shekara 53,News2020-12-31 ,WWW.BBC
50," Kakakin 'yan sandan jihar, SP Orlando ikeokwu, ya ce sashen yaƙi da masu garkuwa da mutane na rundunar ƙarƙashin jagorancin CSP Linus Nwalwu ya bazama domin kama miyagun",News2020-12-31 ,WWW.BBC
51," ""Muna roƙon mutane da su kwantar da hankulansu a irin wannan yanayi maras daɗi,"" in ji shi",News2020-12-31 ,WWW.BBC
52,"ReutersCopyright: ReutersIndiya ta zama ƙasa ta baya-bayan nan da ta bayar da rahoton ɓullar sabon nau'in cutar korona, wanda aka fara ganowa a Birtaniya",News2020-12-31 ,WWW.BBC
53," Ya zuwa yanzu, aƙalla ƙasa 20 sun bayyana ɓullarsa cikin ƙasashensu",News2020-12-31 ,WWW.BBC
54," Ƙasashen su ne: Nahiyar Turai: Netherlands, Denmark, Faransa, Italiya, Spain, Switzerland, Sweden, Finland, Ireland, Jamus, Iceland, Belgium     Nahiyar Amurka: Canada      Nhiyoyin Asiya da Australia: Japan, Singapore, Hong Kong, South Korea, Australia     Gabas Ta Tsakiya: Lebanon      Kar a manta kuma da cewa, ƙasashen Afirka ta Kudu da Najeriya sun gano wani nau'in cutar daban da na Birtaniyar",News2020-12-31 ,WWW.BBC
55,EPACopyright: EPAIran ta fara yin gwajin allurar riga-kafin cutar korona da ta samar da kanta a karon farko,News2020-12-31 ,WWW.BBC
56," Kafafen yaɗa labarai na ƙasar sun ce Tayebeh Mokhber, wata 'yar babban jami'in gwamnati Mohammad Mokhber, ita ce aka fara yi wa allurar mai suna Cov-IranBlessing a yau Talata",News2020-12-31 ,WWW.BBC
57," ""Wannan saƙo ne ga Iraniyawa cewa muna da tabbas game da allurar da za mu yi musu, kuma idan akwai wata matsala iyalanmu ne baki ɗaya za su fuskance ta,"" a cewar Ministan Lafiya Saeed Namaki",News2020-12-31 ,WWW.BBC
58, Mista Mokhber ya ce ƙasar za ta iya samar da riga-kafin guda miliyan ɗaya da rabi a cikin 'yan makonni,News2020-12-31 ,WWW.BBC
59," Iraniyawa kusan 55,000 ne suka mutu sakamakon cutar, adadi mafi yawa kenan a yankin Gabas Ta Tsakiya",News2020-12-31 ,WWW.BBC
60," Kazalika, fiye da miliyan ɗaya ne suka kamu da cutar a ƙasar",News2020-12-31 ,WWW.BBC
61," Shugabannin Iran sun ce takunkumin da Amurka ta saka mata ya sa ba za ta iya samun riga-kafin korona ba, duk da cewa takunkuman sun yi sassauci kan magunguna da kuma kayan agaji",News2020-12-31 ,WWW.BBC
62,Getty ImagesCopyright: Getty ImagesWasu fusatattun matasa sun cinna wa mutum biyu wuta bisa zargin fashi da makami a birnin Ibadan na Jihar Oyo da ke kudancin Najeriya,News2020-12-31 ,WWW.BBC
63," Kakakin rundunar 'yan sanda na jihar, Olugbenga Fadeyi, shi ne ya bayyana hakan cikin wata sanarwa, inda ya ce lamarin ya faru ne da safiyar jiya Litinin",News2020-12-31 ,WWW.BBC
64, Ya ƙara da cewa rundunar Amotekun ta ceto ƙarin mutum ɗaya daga hannun matasan kuma ta miƙa shi ga 'yan sandan,News2020-12-31 ,WWW.BBC
65," ""Ɗaukar doka a hannu da mutane ke yi abin Allah-wadai ne duk da cewa ya zama ruwan dare a jihar,"" in ji Mista Fadeyi",News2020-12-31 ,WWW.BBC
66," ""Idan aka bari ya ci gaba da faruwa zai iya zama matsalar da babu mai iya magance ta",News2020-12-31 ,WWW.BBC
67,"""Ya ce rundunarsu ta ƙaddamar da bincike kan lamarin kuma ba za ta lamunci ɗaukar doka a hannu ba a nan gaba",News2020-12-31 ,WWW.BBC
68,"Rundunar sojin ruwan Bangladesh ta ce ta ƙaddamar da wani aikin kwashe ƙarin 'yan Rohingya 1,800 zuwa wani tsibiri da ke mashigin ruwan Bengal",News2020-12-31 ,WWW.BBC
69,"Jiragen ruwa bakwai ne ke safarar 'yan gudun hijirar zuwa sabon matsugunninsu, kuma a jiya Litinin, an kawo su daga sansanonin da ke kudancin ƙasar zuwa birnin Chittagong mai tashar jiragen ruwa",News2020-12-31 ,WWW.BBC
70,Ƙungiyoyin kare haƙƙin ɗan'adam sun ce ana tilasta wa wasu 'yan gudun hijirar ne don su tafi,News2020-12-31 ,WWW.BBC
71,Hukumomin Bangladesh sun ce suna son 'yan gudun hijira kimanin ɗubu ɗari su baro sansanoni masu cunkoso da suke zaune ciki tun bayan tsere wa tarzomar ƙabilanci a Myanmar,News2020-12-31 ,WWW.BBC
72,@DXBMediaOfficeCopyright: @DXBMediaOfficeSarkin Dubai Shiekh Mohammed bin Rashid Al MaktoumImage caption: Sarkin Dubai Shiekh Mohammed bin Rashid Al MaktoumMahukuntan ƙasar Daular Larabawa wato UAE sun ce sun yanke shawarar tsawaita wa'adin bizar baƙi 'yan yawon buɗe-ido na tsawon wata ɗaya,News2020-12-31 ,WWW.BBC
73,Ofishin yaɗa labarai na birnin Dubai mai suna Dubai Media Office ya ce Sarkin Dubai Mohammed bin Rashid Al Maktoum ne ya umarci a ƙara wa'adin ba tare da karɓar kuɗi ba,News2020-12-31 ,WWW.BBC
74, Sanarwar da ofishin ya fitar ta ce an ɗauki matakin ne sakamakon rufe filayen jirgin sama da wasu ƙasashe suka yi a faɗin duniya saboda annobar korona,News2020-12-31 ,WWW.BBC
75," ""Matakin zai tallafa wa masu yawon buɗe-ido da iyalansu waɗanda suke cikin UAE yanzu haka domin yin hutun Sabuwar Shekara,"" in ofishin",News2020-12-31 ,WWW.BBC
76," ""Ma'aikatun gwamnati za su tantance tare da haɗa kai da hukumomin da suka dace domin ganin baƙin sun kasance cikin kwanciyar hankali",News2020-12-31 ,WWW.BBC
77,""" Ɓullar sabbin nau'in cutar korona a 'yan kwanakin nan ta sa wasu ƙasashe sun sake rufe filayen jirgin samansu saboda gudun yaɗuwar cutar",News2020-12-31 ,WWW.BBC
78,Birnin Dubai na Daular Larabawa na cikin manyan biranen duniya da ya fi saura karɓar baƙi a kowane lokaci na shekara,News2020-12-31 ,WWW.BBC
79, View more on twitterView more on twitter,News2020-12-31 ,WWW.BBC
80,View more on twitterView more on twitter,News2020-12-31 ,WWW.BBC
81,"@CyrilRamaphosaCopyright: @CyrilRamaphosaShugaban Afirka ta Kudu Cyril Ramaphosa ya sanar da tsauraran matakan taƙaita yaɗuwar cutar korona, don shawo kan abin da ya kira ƙarin bazuwar annobar mai tayar da hankali da ba a taɓa ganin irinsa ba",News2020-12-31 ,WWW.BBC
82,"Ya ce asibitocin gwamnati da masu zaman kansu tuni sun kusa cika, sannan ana fama da ƙarancin gadaje a sashen kula da masu matsananciyar jinya",News2020-12-31 ,WWW.BBC
83,"Mista Ramaphosa ya ce sabon nau'in ƙwayar cutar da ya fi saurin yaɗuwa, ga alama a yanzu ya bayyana a duk faɗin ƙasar",News2020-12-31 ,WWW.BBC
84,Sabbin matakan sun ƙunshi dokar taƙaita fita da kuma sa takunkumi ala tilas a cikin jama'a,News2020-12-31 ,WWW.BBC
85,An kuma hana sayar da barasa da kuma duk wani taro a cikin gida ko waje,News2020-12-31 ,WWW.BBC
86," A ranar Lahadi, adadin mutanen da suka kamu da korona a Afirka ta Kudu ya haura miliyan ɗaya tun bayan ɓullarta a watan Maris",News2020-12-31 ,WWW.BBC
87,Getty ImagesCopyright: Getty ImagesHukumar kula da abinci da magunguna ta Najeriya NAFDAC ta rufe kamfanonin haɗa magani guda shida saboda rashin tsafta a harkokinsu,News2020-12-31 ,WWW.BBC
88," Mai magana da yawun hukumar, Sayo Akintola, shi ne ya bayyana matakin a madadin shugabar hukumar, Farfesa Mojisola Adeyeye",News2020-12-31 ,WWW.BBC
89,Ta ce hukumar ta yi hakan ne bisa haƙƙinta na hana yaɗa kayayyaki marasa inganci a ƙasa baki ɗaya,News2020-12-31 ,WWW.BBC
90," ""An rufe kamfanonin ne bayan wani bincike a kan ayyukansu na ƙasa baki ɗaya,"" in ji Mista Akintola, kamar yadda NAN ya ruwaito",News2020-12-31 ,WWW.BBC
91," ""Waɗannan kamfanoni duk da irin gargaɗin da aka yi musu, sun gaza bin tsaftataccen tsarin gudanar da ayyuka na Good Manufacturing Process (GMP) domin tabbatar da tsaftar magunguna",News2020-12-31 ,WWW.BBC
92,"""Kazalika, shugabar ta koka kan yadda kamfanonin, waɗanda na cikin gida ne, suka gaza bin ƙa'idoji ""marasa tsauri"" na kiyaye tsafta da ingancin kayayyakinsu",News2020-12-31 ,WWW.BBC
93,"Getty ImagesCopyright: Getty ImagesƘarin mutum 10 ne suka mutu sakamakon cutar korona a Najeriya ranar Litinin, a cewar alƙaluman hukumar NCDC mai yaƙi da cutuka masu yaɗuwa",News2020-12-31 ,WWW.BBC
94, Sabbin alƙaluman da ta wallafa a shafinta na intanet ya kuma nuna cewa ƙarin mutum 397 ne suka kamu da cutar,News2020-12-31 ,WWW.BBC
95, Ta ce an samu sabbin kamuwar ne a jiha 18 har da Abuja kuma sun haɗa da Legas (144) da Filato (83) da Kaduna (48) da Adamawa (36) da Rivers (22) da Oyo (16) da Kebbi (10),News2020-12-31 ,WWW.BBC
96,"Sauran jihohin su ne: Nasarawa (7), Sokoto (7), Abuja (5), Kano (5), Edo (4), Jigawa (3), Ogun (2), Akwa Ibom (2), Neja (1), Bauchi (1), Zamfara (1)",News2020-12-31 ,WWW.BBC
97,"Ya zuwa yanzu, jumillar mutum 84,811 ne suka kamu da cutar a Najeriya, 1,264 da cikinsu sun mutu sannan 71,357 sun warke",News2020-12-31 ,WWW.BBC
98," WASHINGTON, D",News2020-12-31 ,WWW.VOAHAUSA
99," —  An cigaba da samun martani bayan labarin da Jaridar ""Wall Street Journal"" ta Amurka ta wallafa, labarin da ke nuna an biya diyyar naira miliyan 344 kafin sako yara 344 'yan makarantar sakandaren Kankara, kafin aka sake su daga hannun masu satar mutane",News2020-12-31 ,WWW.VOAHAUSA
100, Wannan dai ya nuna an fanso kowanne yaro daya daga yaran a kan Naira miliyan daya kenan​,News2020-12-31 ,WWW.VOAHAUSA
101,  Labarin zai zama ya saba da bayanan hukumomin Najeriya da ke cewa ba a ba da ko sisin kobo ba gabanin sako daliban,News2020-12-31 ,WWW.VOAHAUSA
102,"         Daliban da aka sace da ke garin Kankara a jihar Katsina, Disamba 18, 2020​",News2020-12-31 ,WWW.VOAHAUSA
103,    Hakanan labarin ya nuna daliban sun zauna cikin ukuba da cin danyen dankali da ganyen kalgo mai daci,News2020-12-31 ,WWW.VOAHAUSA
104, Kazalika yaran sun zauna a wurare masu macizai da kunamu kafin nasarar samun komowa gida,News2020-12-31 ,WWW.VOAHAUSA
105,          Gwamnatin Najeriya ta ce an sako yaran ne lami lafiya ba tare da musayar kudi tsakanin hukuma da miyagun irin ba,News2020-12-31 ,WWW.VOAHAUSA
106," Ministan labarun Najeriya Lai Muhammed ya ce, sam ba a yi musayar kudi ba, kuma tattaunawar an yi ta ne kamar yadda a ke yi a sauran sassan duniya, an dai sako daliban ba tare da gindaya wani sharadi ba",News2020-12-31 ,WWW.VOAHAUSA
107,          Alkali a kotun sasanci ta jihar Katsina Barista Sabi'u Jibiya ya nuna tababa ga matsayar gwamnati kan cewa ba a ba da kudin fansa ba,News2020-12-31 ,WWW.VOAHAUSA
108," Barista Jibiya ya zaiyana yanayin Najeriya a yanzu da labarin ""Gandun Dabbobi"" na littafin nan ""Animal Farm"" da George Orwell ya wallafa",News2020-12-31 ,WWW.VOAHAUSA
109," Shi kuma dattijon kungiyar makiyaya ta Miyetti Allah, Dodo Oroji ya ce ko ma dai yaya a ka yi, sulhu da jagororin masu satar zai kawo maslaha",News2020-12-31 ,WWW.VOAHAUSA
110,"          Hakika sace daliban Kankara ya kara sa sunan Kankara ya yi fice a kafafen labaru, da sanya daliban a cikin tarihi don shugaban kasa da kan sa ba ma kansilan anguwar sakandaren ba ya zo ya yi mu su jawabi",News2020-12-31 ,WWW.VOAHAUSA
111, Ga rahoton da Nasiru Adamu El-Hikaya ya hada muna a cikin sauti,News2020-12-31 ,WWW.VOAHAUSA
112,                        Embed    A Yada        Sai Da Gwamnati Ta Biya Diyyar Daliban Kanka Kamun Aka Sako Su   by VOA        Embed    A Yada           The code has been copied to your clipboard,News2020-12-31 ,WWW.VOAHAUSA
113,             The URL has been copied to your clipboard         Nuna wa mutane akan Facebook         Nuna wa mutane akan Twitter                                         No media source currently available               0:00  0:02:55             0:00                                           Shiga Kai Tsaye       16 kbps | MP3     32 kbps | MP3     48 kbps | MP3         Bude sabon shafi      ,News2020-12-31 ,WWW.VOAHAUSA
114,"     Matasa sun kashe yan bindiga 3 suka kone gawarsu a jihar Katsina        Football Geek    hausa news , IFTTT ISYAKU",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
115,"COM  0  Comments         Fusatattun matasa sun kashe kuma suka kone gawar wasu da ake zargin yan bindiga ne guda uku a kasuwar garin Charanci, a karamar hukumar Charanci a jihar Katsina ranar Lahadi",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
116, Katsina Post ta labarta cewa an kama yan bindiga ne dauke da AK 47 a cikin kasuwar,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
117," Wani ganau ya ce wani saurayi ne ya kula cewa daya daga cikin mutanen wanda suka kawo Sa domin sayarwa a kasuwar ya boye bindiga AK47 a doguwar rigar Overall coat da yake sanye da ita Sakamakon haka jama'a suka fuskance su da tambayoyi, lamari da ya sa aka gano cewa sauran ma sun boye bindigu a cikin Overall coat da suke sanye da su",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
118, Sakamakon haka jama'a suka far masu da duka har suka kashe su kuma suka kone gawarsu,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
119,  DAGA ISYAKU,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
120,COM  Latsa nan ka shiga group din mu domin samun Labaran mu ta Whatsapp https://chat,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
121,whatsapp,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
122,"com/J9zhUeQqg52KIxyFnYByJN  Domin aiko labari, shawara ko tuntubarmu LATSA NAN  SHAFUKANMU NA SADA ZUMUNTA  Facebook",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
123,com/isyakulabari  Twitter,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
124,com/isyakulabari    from ISYAKU,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
125,COM https://ift,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
126,tt/3mW5uu1 via IFTTT        Share  Facebook  Twitter  Google+ Read More   ,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
127,"     Jarumar budurwa mai POS ta cafke yan fashi 2 a shagonta        Football Geek    hausa news , IFTTT ISYAKU",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
128,COM  0  Comments         Wata jarumar budurwa mai sana'ar POS ta yi bajinta wajen kwatar kanta daga yan fashi da makami guda biyu a karamar hukumar Uhogwa Ovia na arewa maso gabas a jihar Edo,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
129,  ISYAKU,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
130,"COM ya samo cewa yan fashin masu suna Andrew Adubu da Destiny Olu sun bukaci budurwar ta basu kudi daga wajen sana'arta na POS, sai dai lokacin da ta zura katin ATM da suka kawo a na'urar POS, sai suka zaro bindigar hannu kirar gida watau Pistol suka nuna mata cewa dole ta basu duk kudadenta da wayoyinta na salula",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
131," Ana cikin haka ne sai ta buge hannun wanda yake rike da bindiga kuma bindiga ta fadi a kasa, sakamakon haka budurwar ta yi kururuwa nan take jama'a suka kawo mata dauki aka kama yan fashin",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
132,"  Kakakin yan sandan jihar Edo SP Chidi Nwabuzor, ya tabbatar da faruwar lamarin, ya kuma ce wadanda aka kama sun tabbatar wa yan sanda lokacin bincike cewa sun aikata laifin",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
133, DAGA ISYAKU,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
134,COM  Latsa nan ka shiga group din mu domin samun Labaran mu ta Whatsapp https://chat,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
135,whatsapp,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
136,"com/J9zhUeQqg52KIxyFnYByJN  Domin aiko labari, shawara ko tuntubarmu LATSA NAN  SHAFUKANMU NA SADA ZUMUNTA  Facebook",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
137,com/isyakulabari  Twitter,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
138,com/isyakulabari    from ISYAKU,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
139,COM https://ift,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
140,tt/2MmpUjp via IFTTT        Share  Facebook  Twitter  Google+ Read More   ,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
141,"     Tsoron shugaba Buhari kuke yi, Shehu Sani ga 'yan majalisar wakilai        Football Geek    hausa news , IFTTT ISYAKU",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
142,"COM  0  Comments        Tsohon sanatan Kaduna ta tsakiya, Shehu Sani, ya ce 'yan majalisar wakilai suna tsoron shugaba Muhammadu Buhari, shiyasa suka soke gayyatar da suka yi masa",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
143," Sani ya yi wannan maganar ne da BBC Hausa, inda yace ya kamata shugaba Buhari ya bayyana gaban majalisar don amsa tambayoyi a kan matsalolin tsaron dake addabar Najeriya",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
144," A cewarsa, babu dalilin da zai sanya a ce su gayyaci Buhari kuma su koma su canja ra'ayi",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
145," ""Ana ta kashe mutane a kowacce rana, ana ta garkuwa da dubbannin jama'a dare da rana kuma alamu sun nuna cewa shugaban kasa bai damu ba",News2020-12-31 ,GIDANLABARAI.BLOGSPOT
146, Wadannan suna cikin dalilan da suka sanya aka maka Jonathan da kasa,News2020-12-31 ,GIDANLABARAI.BLOGSPOT
